,MESS_DATUM,prec_mm,humidity,temp,sun_min,wind_speed,air_pressure,radiation
18258,2020102616,0.0,87.0,12.3,0.0,2.2,1003.3,5.0
18259,2020102617,0.0,88.0,12.1,0.0,2.3,1003.7,1.0
18260,2020102618,0.0,90.0,11.9,0.0,2.4,1004.0,0.0
18261,2020102619,0.0,91.0,11.6,0.0,2.2,1004.6,0.0
18262,2020102620,0.1,93.0,11.4,0.0,2.5,1005.2,0.0
18263,2020102703,0.0,92.0,7.7,0.0,2.2,1006.9,0.0
18264,2020102704,0.0,90.0,7.9,0.0,2.4,1007.4,0.0
18265,2020102705,0.0,87.0,8.2,0.0,3.0,1007.4,0.0
18266,2020102706,0.0,86.0,8.3,0.0,2.9,1007.6,0.0
18267,2020102707,0.0,85.0,8.5,0.0,2.6,1008.2,0.0
18268,2020102708,0.0,84.0,8.9,0.0,2.9,1008.5,6.0
18269,2020102709,0.0,79.0,9.7,0.0,2.8,1008.9,21.0
18270,2020102710,0.0,74.0,10.7,0.0,3.9,1009.1,39.0
18271,2020102711,0.0,70.0,11.5,0.0,4.2,1008.9,72.0
18272,2020102712,0.0,68.0,12.3,11.0,4.5,1009.3,92.0
18273,2020102713,0.0,65.0,12.4,10.0,4.9,1009.1,118.0
18274,2020102714,0.0,65.0,12.5,2.0,4.5,1009.2,78.0
18275,2020102715,0.0,64.0,12.4,2.0,4.4,1008.9,43.0
18276,2020102716,0.0,66.0,11.6,2.0,3.7,1009.2,47.0
18277,2020102717,0.0,69.0,11.1,0.0,3.5,1009.6,11.0
18278,2020102718,0.0,69.0,10.8,0.0,3.7,1009.9,0.0
18279,2020102719,0.0,73.0,10.2,0.0,3.3,1009.9,0.0
18280,2020102720,0.0,73.0,10.1,0.0,2.8,1009.9,0.0
18281,2020102803,0.0,76.0,8.8,0.0,3.5,1007.9,0.0
18282,2020102804,0.0,73.0,9.4,0.0,3.5,1008.0,0.0
18283,2020102805,0.0,78.0,9.1,0.0,4.8,1008.2,0.0
18284,2020102806,0.1,84.0,8.7,0.0,3.3,1008.3,0.0
18285,2020102807,0.0,82.0,9.1,0.0,2.9,1008.7,0.0
18286,2020102808,0.0,80.0,9.7,0.0,3.6,1009.4,3.0
18287,2020102809,0.0,80.0,10.6,0.0,4.3,1009.9,21.0
18288,2020102810,0.0,76.0,11.6,8.0,4.3,1010.1,41.0
18289,2020102811,0.0,75.0,12.1,5.0,4.0,1010.1,69.0
18290,2020102812,0.0,72.0,13.1,16.0,4.1,1010.0,64.0
18291,2020102813,0.0,71.0,13.4,6.0,4.3,1010.1,79.0
18292,2020102814,0.0,72.0,13.1,5.0,4.8,1010.2,55.0
18293,2020102815,0.0,74.0,13.2,50.0,3.3,1010.3,63.0
18294,2020102816,0.0,79.0,12.1,9.0,2.7,1010.6,50.0
18295,2020102817,0.0,83.0,11.5,0.0,2.2,1010.8,7.0
18296,2020102818,0.0,84.0,11.0,0.0,2.6,1010.7,0.0
18297,2020102819,0.0,85.0,10.7,0.0,2.9,1010.9,0.0
18298,2020102820,0.0,87.0,10.2,0.0,2.9,1011.0,0.0
18299,2020102903,0.0,80.0,10.5,0.0,3.6,1008.3,0.0
18300,2020102904,0.7,87.0,10.2,0.0,4.4,1008.2,0.0
18301,2020102905,2.3,94.0,9.9,0.0,4.0,1007.7,0.0
18302,2020102906,0.1,92.0,10.1,0.0,3.8,1008.3,0.0
18303,2020102907,0.0,91.0,10.1,0.0,4.5,1009.1,0.0
18304,2020102908,0.0,86.0,10.5,37.0,4.1,1009.8,3.0
18305,2020102909,0.0,83.0,10.6,32.0,4.5,1010.8,34.0
18306,2020102910,0.0,75.0,11.3,28.0,5.9,1011.5,56.0
18307,2020102911,0.0,71.0,11.0,23.0,6.8,1012.3,90.0
18308,2020102912,0.0,69.0,11.1,15.0,6.1,1012.6,69.0
18309,2020102913,0.2,71.0,10.9,2.0,5.9,1013.1,56.0
18310,2020102914,0.0,68.0,11.4,1.0,5.4,1013.7,88.0
18311,2020102915,0.0,69.0,11.3,5.0,5.5,1014.4,74.0
18312,2020102916,0.0,73.0,10.8,0.0,4.6,1014.9,17.0
18313,2020102917,0.0,72.0,10.9,0.0,3.9,1015.5,3.0
18314,2020102918,0.0,72.0,10.8,0.0,4.0,1016.1,0.0
18315,2020102919,0.0,73.0,10.6,0.0,3.8,1016.6,0.0
18316,2020102920,0.0,70.0,10.7,0.0,3.9,1017.2,0.0
18317,2020103003,0.3,92.0,7.8,0.0,1.8,1016.1,0.0
18318,2020103004,0.4,96.0,7.9,0.0,2.0,1015.8,0.0
18319,2020103005,0.6,97.0,8.3,0.0,2.1,1015.4,0.0
18320,2020103006,0.3,97.0,8.7,0.0,2.4,1014.9,0.0
18321,2020103007,1.2,98.0,9.1,0.0,2.6,1014.9,0.0
18322,2020103008,1.9,98.0,9.7,0.0,2.0,1014.8,1.0
18323,2020103009,1.2,98.0,10.3,0.0,2.5,1014.4,6.0
18324,2020103010,1.0,98.0,11.8,0.0,3.1,1014.5,11.0
18325,2020103011,0.4,96.0,12.8,0.0,4.5,1014.4,12.0
18326,2020103012,1.4,96.0,13.0,0.0,4.9,1014.4,25.0
18327,2020103013,1.6,96.0,13.2,0.0,4.9,1014.6,19.0
18328,2020103014,0.9,96.0,13.4,0.0,5.1,1014.8,17.0
18329,2020103015,0.7,97.0,13.4,0.0,5.2,1015.1,10.0
18330,2020103016,0.2,97.0,13.5,0.0,5.2,1015.6,4.0
18331,2020103017,0.0,96.0,13.7,0.0,5.4,1016.2,1.0
18332,2020103018,0.2,97.0,13.7,0.0,5.2,1016.9,0.0
18333,2020103019,0.9,97.0,13.7,0.0,4.8,1017.4,0.0
18334,2020103020,0.3,97.0,13.7,0.0,5.2,1017.8,0.0
18335,2020103103,0.4,97.0,13.5,0.0,3.6,1020.5,0.0
18336,2020103104,0.0,98.0,13.4,0.0,3.2,1020.8,0.0
18337,2020103105,0.0,98.0,13.5,0.0,2.9,1021.1,0.0
18338,2020103106,0.3,99.0,13.4,0.0,2.6,1021.5,0.0
18339,2020103107,0.3,99.0,13.5,0.0,2.1,1021.9,0.0
18340,2020103108,0.4,98.0,13.7,0.0,2.4,1022.4,2.0
18341,2020103109,0.3,98.0,14.1,0.0,2.5,1022.5,13.0
18342,2020103110,0.1,95.0,14.4,0.0,2.2,1022.4,20.0
18343,2020103111,0.0,92.0,14.6,0.0,1.3,1022.1,37.0
18344,2020103112,0.0,93.0,14.5,0.0,1.8,1021.9,52.0
18345,2020103113,0.0,93.0,14.8,0.0,1.8,1021.5,36.0
18346,2020103114,0.0,91.0,14.6,0.0,1.7,1021.1,41.0
18347,2020103115,0.0,92.0,14.5,0.0,1.7,1020.7,24.0
18348,2020103116,0.0,93.0,14.4,0.0,1.7,1020.5,9.0
18349,2020103117,0.0,94.0,14.1,0.0,1.6,1020.0,2.0
18350,2020103118,0.0,97.0,13.9,0.0,2.2,1019.7,0.0
18351,2020103119,0.0,97.0,13.8,0.0,2.5,1019.3,0.0
18352,2020103120,0.0,95.0,13.7,0.0,2.8,1018.7,0.0
18353,2020110103,0.0,94.0,10.8,0.0,2.1,1016.1,0.0
18354,2020110104,0.0,92.0,10.6,0.0,2.2,1015.9,0.0
18355,2020110105,0.0,93.0,10.7,0.0,2.0,1015.7,0.0
18356,2020110106,0.2,95.0,10.7,0.0,1.8,1015.6,0.0
18357,2020110107,1.0,99.0,10.9,0.0,2.2,1015.7,0.0
18358,2020110108,0.5,99.0,11.3,0.0,2.3,1015.7,2.0
18359,2020110109,0.0,98.0,11.6,0.0,2.3,1015.4,16.0
18360,2020110110,0.0,96.0,12.1,0.0,2.3,1015.5,23.0
18361,2020110111,0.0,95.0,12.6,0.0,2.4,1015.1,26.0
18362,2020110112,0.0,92.0,13.1,0.0,2.7,1014.5,48.0
18363,2020110113,0.0,91.0,13.4,0.0,2.9,1013.8,59.0
18364,2020110114,0.0,89.0,14.1,5.0,3.1,1013.5,71.0
18365,2020110115,0.0,91.0,14.0,4.0,2.6,1012.9,50.0
18366,2020110116,0.0,94.0,13.4,3.0,2.8,1012.7,29.0
18367,2020110117,0.0,92.0,13.4,0.0,2.5,1012.4,5.0
18368,2020110118,0.0,88.0,13.8,0.0,3.0,1011.7,0.0
18369,2020110119,0.0,87.0,14.0,0.0,3.4,1011.5,0.0
18370,2020110120,0.0,86.0,14.2,0.0,3.3,1011.3,0.0
18371,2020110203,1.8,95.0,14.5,0.0,3.6,1010.0,0.0
18372,2020110204,0.1,94.0,14.6,0.0,3.3,1009.6,0.0
18373,2020110205,0.0,95.0,14.7,0.0,3.3,1009.8,0.0
18374,2020110206,0.8,95.0,14.8,0.0,3.7,1009.7,0.0
18375,2020110207,5.5,97.0,14.8,0.0,4.1,1010.0,0.0
18376,2020110208,1.7,97.0,15.2,0.0,4.1,1009.9,1.0
18377,2020110209,0.0,95.0,15.9,0.0,3.7,1009.9,10.0
18378,2020110210,0.0,90.0,17.1,0.0,4.1,1010.1,23.0
18379,2020110211,0.0,83.0,18.7,21.0,5.5,1009.8,49.0
18380,2020110212,0.0,79.0,19.5,22.0,5.3,1009.4,108.0
18381,2020110213,0.0,74.0,19.9,0.0,5.3,1009.3,78.0
18382,2020110214,0.0,68.0,20.9,42.0,5.3,1009.1,80.0
18383,2020110215,0.0,71.0,19.7,27.0,5.1,1009.3,61.0
18384,2020110216,0.0,73.0,18.9,13.0,4.1,1009.8,30.0
18385,2020110217,0.0,77.0,18.1,0.0,2.9,1010.2,9.0
18386,2020110218,0.0,76.0,18.4,0.0,3.1,1010.4,0.0
18387,2020110219,0.0,76.0,18.2,0.0,3.0,1010.5,0.0
18388,2020110220,0.0,75.0,18.3,0.0,3.3,1010.9,0.0
18389,2020110303,0.0,70.0,13.8,0.0,4.6,1017.2,0.0
18390,2020110304,0.0,69.0,13.2,0.0,5.4,1018.3,0.0
18391,2020110305,0.0,74.0,12.1,0.0,3.7,1018.8,0.0
18392,2020110306,0.0,78.0,11.6,0.0,2.4,1019.8,0.0
18393,2020110307,0.0,79.0,11.5,3.0,3.7,1021.2,0.0
18394,2020110308,0.0,71.0,12.1,56.0,4.2,1021.5,6.0
18395,2020110309,0.0,66.0,13.0,45.0,5.5,1022.3,41.0
18396,2020110310,0.0,66.0,12.8,31.0,6.5,1022.9,70.0
18397,2020110311,0.0,63.0,13.5,50.0,5.4,1022.8,81.0
18398,2020110312,0.0,62.0,13.4,60.0,4.3,1022.6,125.0
18399,2020110313,0.0,57.0,14.0,60.0,3.4,1022.5,134.0
18400,2020110314,0.0,58.0,13.2,55.0,3.1,1022.5,107.0
18401,2020110315,0.0,64.0,12.4,4.0,2.2,1022.5,71.0
18402,2020110316,0.0,63.0,12.1,0.0,1.6,1022.1,19.0
18403,2020110317,0.0,69.0,11.6,0.0,1.0,1022.7,3.0
18404,2020110318,0.0,74.0,10.8,0.0,0.6,1022.8,0.0
18405,2020110319,0.0,76.0,11.2,0.0,0.9,1022.8,0.0
18406,2020110320,0.0,77.0,10.9,0.0,1.5,1022.8,0.0
18407,2020110403,0.0,72.0,9.3,0.0,2.7,1025.3,0.0
18408,2020110404,0.0,74.0,8.8,0.0,2.2,1025.7,0.0
18409,2020110405,0.0,76.0,8.7,0.0,2.6,1026.5,0.0
18410,2020110406,0.0,74.0,8.7,0.0,3.5,1027.0,0.0
18411,2020110407,0.0,76.0,8.2,0.0,4.0,1027.9,0.0
18412,2020110408,0.0,76.0,8.4,25.0,3.8,1028.5,3.0
18413,2020110409,0.0,70.0,9.6,56.0,4.8,1029.0,18.0
18414,2020110410,0.0,68.0,10.4,60.0,5.1,1029.5,83.0
18415,2020110411,0.0,67.0,11.4,59.0,4.8,1029.8,106.0
18416,2020110412,0.0,64.0,11.8,58.0,5.8,1029.9,130.0
18417,2020110413,0.0,64.0,11.5,33.0,4.9,1030.2,129.0
18418,2020110414,0.0,65.0,11.1,41.0,4.5,1030.5,86.0
18419,2020110415,0.0,66.0,11.0,44.0,4.1,1030.8,69.0
18420,2020110416,0.0,71.0,10.0,9.0,3.0,1031.5,36.0
18421,2020110417,0.0,75.0,9.2,0.0,2.7,1032.4,5.0
18422,2020110418,0.0,80.0,8.3,0.0,3.0,1033.3,0.0
18423,2020110419,0.0,82.0,7.8,0.0,2.9,1033.8,0.0
18424,2020110420,0.0,83.0,7.5,0.0,2.7,1034.4,0.0
18425,2020110503,0.0,96.0,3.9,0.0,1.8,1035.9,0.0
18426,2020110504,0.0,95.0,3.7,0.0,1.9,1036.4,0.0
18427,2020110505,0.0,95.0,3.8,0.0,2.1,1036.4,0.0
18428,2020110506,0.0,95.0,3.7,0.0,2.5,1036.5,0.0
18429,2020110507,0.0,94.0,4.0,0.0,2.1,1036.9,0.0
18430,2020110508,0.0,91.0,5.7,58.0,2.3,1037.4,6.0
18431,2020110509,0.0,86.0,7.5,60.0,2.8,1037.3,40.0
18432,2020110510,0.0,80.0,9.1,60.0,4.0,1037.2,78.0
18433,2020110511,0.0,78.0,10.3,60.0,4.3,1037.0,109.0
18434,2020110512,0.0,73.0,10.8,57.0,4.8,1036.4,124.0
18435,2020110513,0.0,71.0,11.7,51.0,4.4,1035.9,118.0
18436,2020110514,0.0,69.0,11.0,47.0,5.1,1035.6,86.0
18437,2020110515,0.0,72.0,10.4,7.0,4.7,1035.4,82.0
18438,2020110516,0.0,73.0,10.1,7.0,3.8,1035.3,40.0
18439,2020110517,0.0,75.0,9.8,0.0,3.4,1035.5,6.0
18440,2020110518,0.0,77.0,9.4,0.0,3.1,1035.4,0.0
18441,2020110519,0.0,77.0,9.4,0.0,3.5,1035.5,0.0
18442,2020110520,0.0,78.0,9.2,0.0,4.3,1035.4,0.0
18443,2020110603,0.0,87.0,8.8,0.0,3.9,1033.9,0.0
18444,2020110604,0.0,89.0,8.8,0.0,3.7,1033.9,0.0
18445,2020110605,0.0,92.0,8.6,0.0,3.5,1034.1,0.0
18446,2020110606,0.0,92.0,8.8,0.0,3.2,1034.2,0.0
18447,2020110607,0.0,93.0,8.8,0.0,3.8,1034.2,0.0
18448,2020110608,0.0,93.0,9.0,0.0,4.5,1034.4,3.0
18449,2020110609,0.0,92.0,9.2,0.0,4.6,1034.3,9.0
18450,2020110610,0.0,90.0,9.7,0.0,4.0,1034.7,19.0
18451,2020110611,0.0,88.0,9.7,0.0,3.6,1034.7,23.0
18452,2020110612,0.0,89.0,9.8,0.0,3.6,1034.4,25.0
18453,2020110613,0.0,89.0,9.6,0.0,3.7,1034.2,23.0
18454,2020110614,0.0,89.0,9.5,0.0,3.1,1034.0,18.0
18455,2020110615,0.0,90.0,9.4,0.0,3.0,1033.6,11.0
18456,2020110616,0.0,92.0,9.2,0.0,3.1,1033.5,5.0
18457,2020110617,0.0,91.0,9.1,0.0,3.0,1033.6,1.0
18458,2020110618,0.0,92.0,9.0,0.0,2.6,1033.6,0.0
18459,2020110619,0.0,93.0,8.8,0.0,2.1,1033.3,0.0
18460,2020110620,0.0,93.0,8.8,0.0,1.6,1033.1,0.0
18461,2020110703,0.0,98.0,7.5,0.0,2.3,1031.1,0.0
18462,2020110704,0.0,100.0,7.1,0.0,2.5,1030.9,0.0
18463,2020110705,0.0,100.0,6.9,0.0,3.0,1030.6,0.0
18464,2020110706,0.0,99.0,7.0,0.0,2.6,1030.2,0.0
18465,2020110707,0.0,96.0,7.2,0.0,2.9,1030.1,0.0
18466,2020110708,0.0,91.0,6.9,0.0,3.3,1030.2,1.0
18467,2020110709,0.0,88.0,6.9,0.0,3.5,1030.0,8.0
18468,2020110710,0.0,81.0,8.8,45.0,2.9,1029.3,26.0
18469,2020110711,0.0,72.0,10.0,60.0,2.9,1028.3,65.0
18470,2020110712,0.0,65.0,11.5,60.0,3.2,1027.6,125.0
18471,2020110713,0.0,59.0,12.3,60.0,2.8,1027.1,125.0
18472,2020110714,0.0,59.0,12.4,60.0,2.5,1026.6,108.0
18473,2020110715,0.0,62.0,11.8,59.0,2.5,1026.3,77.0
18474,2020110716,0.0,72.0,10.1,0.0,2.1,1025.8,33.0
18475,2020110717,0.0,74.0,9.4,0.0,2.3,1025.4,4.0
18476,2020110718,0.0,82.0,5.9,0.0,1.6,1025.8,0.0
18477,2020110719,0.0,85.0,4.7,0.0,0.8,1025.4,0.0
18478,2020110720,0.0,93.0,3.4,0.0,1.0,1025.6,0.0
18479,2020110803,0.0,100.0,1.8,0.0,0.4,1024.5,0.0
18480,2020110804,0.0,100.0,1.3,0.0,0.4,1025.0,0.0
18481,2020110805,0.0,97.0,2.4,0.0,0.9,1024.9,0.0
18482,2020110806,0.0,98.0,2.1,0.0,1.0,1024.9,0.0
18483,2020110807,0.0,97.0,2.0,0.0,1.1,1025.3,0.0
18484,2020110808,0.0,94.0,3.2,38.0,0.7,1025.7,4.0
18485,2020110809,0.0,89.0,5.5,60.0,0.9,1025.8,29.0
18486,2020110810,0.0,83.0,7.7,60.0,0.6,1026.2,67.0
18487,2020110811,0.0,79.0,8.3,60.0,1.5,1026.0,96.0
18488,2020110812,0.0,73.0,10.2,60.0,1.6,1025.7,111.0
18489,2020110813,0.0,72.0,10.4,60.0,2.1,1025.5,110.0
18490,2020110814,0.0,74.0,10.1,60.0,2.4,1025.4,93.0
18491,2020110815,0.0,82.0,8.2,43.0,3.0,1025.6,64.0
18492,2020110816,0.0,96.0,5.0,0.0,3.6,1026.2,28.0
18493,2020110817,0.0,98.0,4.5,0.0,3.5,1026.5,3.0
18494,2020110818,0.0,98.0,4.5,0.0,3.0,1026.9,0.0
18495,2020110819,0.0,99.0,4.4,0.0,3.3,1027.1,0.0
18496,2020110820,0.0,99.0,4.7,0.0,3.0,1027.2,0.0
18497,2020110903,0.0,99.0,5.4,0.0,3.2,1027.4,0.0
18498,2020110904,0.0,99.0,5.5,0.0,2.7,1027.3,0.0
18499,2020110905,0.0,100.0,5.4,0.0,3.6,1027.3,0.0
18500,2020110906,0.0,99.0,5.6,0.0,3.5,1027.5,0.0
18501,2020110907,0.0,98.0,5.6,0.0,3.2,1027.9,0.0
18502,2020110908,0.0,96.0,5.7,0.0,3.1,1028.3,1.0
18503,2020110909,0.0,95.0,5.6,0.0,3.5,1028.3,6.0
18504,2020110910,0.0,95.0,5.6,0.0,3.7,1028.5,9.0
18505,2020110911,0.0,94.0,5.8,0.0,3.3,1028.3,15.0
18506,2020110912,0.0,93.0,6.0,0.0,3.1,1028.2,20.0
18507,2020110913,0.0,93.0,6.1,0.0,4.0,1028.0,22.0
18508,2020110914,0.0,92.0,6.2,0.0,3.0,1027.9,10.0
18509,2020110915,0.0,92.0,6.2,0.0,3.5,1028.1,14.0
18510,2020110916,0.0,91.0,6.3,0.0,3.7,1028.3,7.0
18511,2020110917,0.0,91.0,6.3,0.0,4.0,1028.6,1.0
18512,2020110918,0.0,91.0,6.2,0.0,3.8,1028.6,0.0
18513,2020110919,0.0,92.0,6.1,0.0,3.3,1028.5,0.0
18514,2020110920,0.0,93.0,6.1,0.0,3.6,1028.7,0.0
18515,2020111003,0.0,96.0,4.9,0.0,3.2,1029.1,0.0
18516,2020111004,0.0,96.0,4.7,0.0,3.2,1029.3,0.0
18517,2020111005,0.0,95.0,4.5,0.0,3.7,1029.4,0.0
18518,2020111006,0.0,95.0,4.8,0.0,3.5,1029.4,0.0
18519,2020111007,0.0,96.0,4.9,0.0,3.8,1029.7,0.0
18520,2020111008,0.0,96.0,4.9,0.0,3.6,1030.0,0.0
18521,2020111009,0.0,92.0,5.1,0.0,4.0,1030.2,3.0
18522,2020111010,0.0,90.0,5.4,0.0,3.7,1030.2,6.0
18523,2020111011,0.0,90.0,5.3,0.0,4.1,1030.3,10.0
18524,2020111012,0.0,90.0,5.4,0.0,3.7,1029.8,11.0
18525,2020111013,0.0,89.0,5.4,0.0,3.6,1029.8,13.0
18526,2020111014,0.0,89.0,5.5,0.0,3.4,1029.7,10.0
18527,2020111015,0.0,88.0,5.8,0.0,3.3,1029.6,7.0
18528,2020111016,0.0,89.0,5.9,0.0,2.7,1029.8,3.0
18529,2020111017,0.0,90.0,5.9,0.0,2.9,1029.8,0.0
18530,2020111018,0.0,91.0,5.9,0.0,2.8,1029.9,0.0
18531,2020111019,0.0,90.0,5.8,0.0,3.3,1029.6,0.0
18532,2020111020,0.0,90.0,5.8,0.0,3.3,1029.8,0.0
18533,2020111103,0.0,88.0,5.9,0.0,2.1,1028.6,0.0
18534,2020111104,0.0,88.0,5.9,0.0,2.3,1028.3,0.0
18535,2020111105,0.0,89.0,5.9,0.0,2.2,1028.4,0.0
18536,2020111106,0.0,88.0,5.9,0.0,2.8,1028.1,0.0
18537,2020111107,0.0,87.0,6.0,0.0,2.4,1028.2,0.0
18538,2020111108,0.0,85.0,6.2,0.0,2.5,1028.0,1.0
18539,2020111109,0.0,81.0,6.3,0.0,2.7,1027.9,10.0
18540,2020111110,0.0,76.0,6.6,0.0,2.8,1027.7,21.0
18541,2020111111,0.0,79.0,6.5,0.0,2.8,1027.2,44.0
18542,2020111112,0.0,76.0,6.5,0.0,2.3,1026.9,39.0
18543,2020111113,0.0,77.0,6.7,0.0,1.8,1026.4,48.0
18544,2020111114,0.0,76.0,6.7,0.0,2.3,1025.9,40.0
18545,2020111115,0.0,78.0,6.6,0.0,2.6,1025.6,29.0
18546,2020111116,0.0,77.0,6.5,0.0,2.2,1025.5,12.0
18547,2020111117,0.0,78.0,6.3,0.0,2.0,1025.7,1.0
18548,2020111118,0.0,80.0,6.3,0.0,1.4,1025.6,0.0
18549,2020111119,0.0,84.0,6.3,0.0,1.3,1025.4,0.0
18550,2020111120,0.0,85.0,6.2,0.0,1.6,1025.0,0.0
18551,2020111203,0.0,96.0,6.6,0.0,1.9,1022.0,0.0
18552,2020111204,0.0,94.0,6.8,0.0,1.8,1021.6,0.0
18553,2020111205,0.0,93.0,6.9,0.0,2.2,1021.4,0.0
18554,2020111206,0.0,93.0,7.0,0.0,2.2,1021.3,0.0
18555,2020111207,0.0,91.0,7.1,0.0,2.3,1021.4,0.0
18556,2020111208,0.0,89.0,7.4,0.0,2.6,1021.1,0.0
18557,2020111209,0.0,83.0,8.2,0.0,2.9,1021.0,4.0
18558,2020111210,0.0,79.0,8.8,0.0,3.7,1020.7,16.0
18559,2020111211,0.0,74.0,9.3,0.0,4.5,1020.8,50.0
18560,2020111212,0.0,71.0,10.2,16.0,3.9,1020.5,93.0
18561,2020111213,0.0,65.0,10.7,58.0,4.1,1019.8,110.0
18562,2020111214,0.0,67.0,10.1,35.0,4.0,1019.5,82.0
18563,2020111215,0.0,71.0,9.0,35.0,4.3,1019.8,41.0
18564,2020111216,0.0,74.0,8.4,0.0,3.3,1020.0,23.0
18565,2020111217,0.0,75.0,8.0,0.0,3.4,1020.3,1.0
18566,2020111218,0.0,77.0,7.7,0.0,3.0,1020.2,0.0
18567,2020111219,0.0,78.0,7.8,0.0,2.4,1020.3,0.0
18568,2020111220,0.0,79.0,7.7,0.0,2.1,1020.3,0.0
18569,2020111303,0.0,92.0,7.3,0.0,2.1,1020.3,0.0
18570,2020111304,0.0,93.0,6.9,0.0,2.2,1020.3,0.0
18571,2020111305,0.0,93.0,6.7,0.0,2.0,1020.2,0.0
18572,2020111306,0.0,94.0,6.3,0.0,2.0,1020.3,0.0
18573,2020111307,0.0,93.0,6.8,0.0,2.1,1020.6,0.0
18574,2020111308,0.0,93.0,6.7,9.0,2.2,1020.9,2.0
18575,2020111309,0.0,87.0,8.2,60.0,2.6,1020.6,25.0
18576,2020111310,0.0,80.0,9.9,55.0,2.8,1020.4,56.0
18577,2020111311,0.0,81.0,9.9,2.0,2.8,1019.9,84.0
18578,2020111312,0.0,75.0,11.4,8.0,2.4,1019.3,139.0
18579,2020111313,0.0,72.0,11.4,16.0,3.2,1018.8,117.0
18580,2020111314,0.0,68.0,12.1,60.0,3.4,1018.4,97.0
18581,2020111315,0.0,74.0,10.9,49.0,2.5,1018.5,60.0
18582,2020111316,0.0,78.0,9.8,0.0,2.4,1018.3,26.0
18583,2020111317,0.0,82.0,8.9,0.0,1.9,1018.5,2.0
18584,2020111318,0.0,84.0,8.4,0.0,1.7,1017.9,0.0
18585,2020111319,0.0,87.0,7.8,0.0,2.3,1017.8,0.0
18586,2020111320,0.0,89.0,7.4,0.0,1.5,1017.7,0.0
18587,2020111403,0.2,97.0,9.3,0.0,2.3,1018.2,0.0
18588,2020111404,0.0,96.0,9.8,0.0,2.5,1018.6,0.0
18589,2020111405,0.0,95.0,9.9,0.0,1.8,1018.6,0.0
18590,2020111406,0.0,95.0,9.8,0.0,2.1,1018.7,0.0
18591,2020111407,0.0,94.0,10.0,0.0,2.1,1018.5,0.0
18592,2020111408,0.0,93.0,10.8,2.0,1.7,1019.0,0.0
18593,2020111409,0.0,90.0,11.5,0.0,2.9,1018.6,6.0
18594,2020111410,0.0,88.0,12.4,4.0,3.0,1018.8,24.0
18595,2020111411,0.0,83.0,13.8,16.0,2.8,1018.6,59.0
18596,2020111412,0.0,80.0,14.4,10.0,3.4,1018.3,70.0
18597,2020111413,0.0,77.0,15.2,24.0,3.1,1018.2,66.0
18598,2020111414,0.0,77.0,14.7,3.0,2.2,1018.3,47.0
18599,2020111415,0.0,79.0,14.2,0.0,2.2,1018.2,37.0
18600,2020111416,0.0,81.0,13.6,0.0,1.6,1017.9,19.0
18601,2020111417,0.0,85.0,12.8,0.0,2.3,1017.7,1.0
18602,2020111418,0.0,88.0,12.2,0.0,2.6,1017.9,0.0
18603,2020111419,0.0,88.0,11.9,0.0,2.5,1017.4,0.0
18604,2020111420,0.0,91.0,11.3,0.0,2.4,1017.3,0.0
18605,2020111503,0.0,86.0,8.8,0.0,2.5,1015.5,0.0
18606,2020111504,0.0,85.0,8.6,0.0,2.4,1015.3,0.0
18607,2020111505,0.0,85.0,8.2,0.0,2.6,1015.1,0.0
18608,2020111506,0.0,85.0,8.4,0.0,2.5,1014.8,0.0
18609,2020111507,0.0,84.0,8.4,0.0,2.7,1015.1,0.0
18610,2020111508,0.0,81.0,9.3,0.0,2.2,1015.3,2.0
18611,2020111509,0.0,78.0,10.6,10.0,2.5,1014.6,13.0
18612,2020111510,0.0,67.0,12.6,27.0,3.2,1014.5,34.0
18613,2020111511,0.0,64.0,13.7,30.0,4.3,1013.8,62.0
18614,2020111512,0.0,61.0,14.9,60.0,4.3,1013.1,90.0
18615,2020111513,0.0,64.0,14.3,26.0,4.0,1012.7,101.0
18616,2020111514,0.0,65.0,14.0,0.0,3.1,1012.4,42.0
18617,2020111515,0.0,67.0,13.2,46.0,3.5,1012.1,48.0
18618,2020111516,0.0,73.0,11.3,0.0,3.7,1011.8,26.0
18619,2020111517,0.0,74.0,9.8,0.0,5.0,1011.0,2.0
18620,2020111518,0.0,78.0,8.4,0.0,4.3,1010.9,0.0
18621,2020111519,0.0,80.0,7.7,0.0,4.1,1010.4,0.0
18622,2020111520,0.0,83.0,7.3,0.0,3.7,1010.0,0.0
18623,2020111603,0.0,83.0,8.0,0.0,2.0,1008.5,0.0
18624,2020111604,0.5,89.0,8.1,0.0,2.5,1008.8,0.0
18625,2020111605,0.1,94.0,8.0,0.0,3.4,1009.1,0.0
18626,2020111606,0.1,94.0,8.2,0.0,2.8,1009.7,0.0
18627,2020111607,0.0,94.0,8.3,0.0,2.8,1010.4,0.0
18628,2020111608,0.0,94.0,8.4,2.0,2.2,1011.1,1.0
18629,2020111609,0.0,91.0,9.3,39.0,2.5,1011.6,18.0
18630,2020111610,0.0,89.0,10.1,8.0,3.4,1012.2,31.0
18631,2020111611,0.0,79.0,12.0,46.0,3.9,1012.4,69.0
18632,2020111612,0.0,71.0,12.6,41.0,4.2,1012.8,65.0
18633,2020111613,0.0,68.0,12.1,12.0,4.5,1013.6,64.0
18634,2020111614,0.0,66.0,12.3,0.0,3.9,1014.2,37.0
