,MESS_DATUM,prec_mm,humidity,temp,sun_min,wind_speed,air_pressure,radiation
14000,2020022713,0.0,68.0,5.2,4.0,3.4,1000.6,117.0
14001,2020022714,0.0,59.0,5.6,16.0,3.6,999.9,70.0
14002,2020022715,0.0,61.0,5.5,0.0,2.8,999.1,57.0
14003,2020022716,0.0,66.0,5.1,0.0,1.8,998.5,24.0
14004,2020022717,0.0,68.0,4.7,0.0,1.2,998.2,11.0
14005,2020022718,0.0,73.0,4.1,0.0,1.1,998.4,1.0
14006,2020022719,0.0,79.0,3.7,0.0,1.8,998.7,0.0
14007,2020022720,0.0,82.0,3.4,0.0,1.3,999.4,0.0
14008,2020022803,0.0,84.0,1.5,0.0,2.8,1006.3,0.0
14009,2020022804,0.0,84.0,1.7,0.0,3.9,1007.4,0.0
14010,2020022805,0.0,84.0,1.9,0.0,4.6,1008.4,0.0
14011,2020022806,0.0,89.0,1.9,0.0,4.7,1009.3,0.0
14012,2020022807,0.0,89.0,2.2,0.0,4.8,1010.1,1.0
14013,2020022808,0.0,90.0,2.6,0.0,5.7,1011.4,8.0
14014,2020022809,0.0,86.0,3.4,0.0,5.7,1012.2,31.0
14015,2020022810,0.0,84.0,4.0,0.0,5.3,1012.9,48.0
14016,2020022811,0.0,77.0,5.2,4.0,6.5,1013.5,64.0
14017,2020022812,0.0,70.0,6.6,11.0,6.9,1013.5,88.0
14018,2020022813,0.0,67.0,6.5,29.0,7.2,1013.7,160.0
14019,2020022814,0.0,59.0,7.8,14.0,6.6,1013.8,70.0
14020,2020022815,0.0,53.0,7.6,15.0,6.9,1014.1,96.0
14021,2020022816,0.0,57.0,6.9,39.0,6.0,1014.1,67.0
14022,2020022817,0.0,63.0,6.1,0.0,4.4,1014.2,21.0
14023,2020022818,0.0,68.0,5.0,0.0,3.2,1014.2,2.0
14024,2020022819,0.0,69.0,4.3,0.0,2.7,1013.6,0.0
14025,2020022820,0.0,72.0,3.6,0.0,3.4,1013.0,0.0
14026,2020022903,0.0,83.0,2.9,0.0,4.1,1005.6,0.0
14027,2020022904,1.3,95.0,1.3,0.0,4.3,1004.2,0.0
14028,2020022905,0.8,97.0,1.0,0.0,4.6,1002.9,0.0
14029,2020022906,0.7,96.0,1.7,0.0,4.0,1001.7,0.0
14030,2020022907,0.8,95.0,2.5,0.0,3.9,1000.6,1.0
14031,2020022908,0.0,93.0,3.3,0.0,4.2,1000.1,6.0
14032,2020022909,0.0,91.0,4.3,0.0,4.0,999.4,19.0
14033,2020022910,0.0,88.0,5.6,0.0,4.2,998.7,32.0
14034,2020022911,0.0,83.0,7.6,0.0,4.6,997.7,65.0
14035,2020022912,0.0,73.0,9.6,35.0,5.1,996.6,123.0
14036,2020022913,0.0,65.0,10.7,50.0,5.9,995.8,130.0
14037,2020022914,0.0,64.0,11.8,60.0,4.4,995.0,130.0
14038,2020022915,0.0,65.0,11.6,27.0,4.5,994.1,106.0
14039,2020022916,0.0,67.0,11.3,2.0,4.3,992.8,53.0
14040,2020022917,0.0,71.0,11.1,0.0,3.9,992.5,13.0
14041,2020022918,0.0,71.0,10.7,0.0,4.3,992.4,1.0
14042,2020022919,0.0,76.0,9.8,0.0,4.0,992.0,0.0
14043,2020022920,0.3,80.0,9.3,0.0,4.4,992.1,0.0
14044,2020030103,0.0,70.0,6.3,0.0,3.9,996.9,0.0
14045,2020030104,0.0,65.0,6.7,0.0,4.6,996.9,0.0
14046,2020030105,0.0,70.0,5.8,0.0,4.4,997.1,0.0
14047,2020030106,0.0,76.0,5.4,0.0,4.4,997.3,0.0
14048,2020030107,0.0,73.0,6.0,18.0,4.7,997.6,2.0
14049,2020030108,0.0,68.0,7.2,60.0,4.9,997.6,29.0
14050,2020030109,0.0,70.0,7.4,32.0,4.7,997.6,55.0
14051,2020030110,0.0,63.0,9.2,48.0,5.1,997.0,81.0
14052,2020030111,0.0,58.0,9.9,1.0,6.3,996.7,97.0
14053,2020030112,0.0,56.0,10.2,1.0,6.2,995.9,101.0
14054,2020030113,0.1,72.0,8.9,1.0,6.6,995.7,64.0
14055,2020030114,0.0,68.0,8.3,0.0,6.2,996.1,58.0
14056,2020030115,0.0,73.0,9.1,9.0,4.6,996.2,58.0
14057,2020030116,0.0,69.0,9.2,57.0,5.5,996.0,84.0
14058,2020030117,0.0,68.0,7.9,26.0,4.4,996.6,29.0
14059,2020030118,0.0,72.0,7.0,0.0,2.7,996.7,2.0
14060,2020030119,0.0,76.0,6.2,0.0,1.8,996.4,0.0
14061,2020030120,0.0,79.0,5.5,0.0,2.1,996.2,0.0
14062,2020030203,2.4,93.0,4.8,0.0,3.5,992.5,0.0
14063,2020030204,0.2,93.0,5.2,0.0,3.7,992.2,0.0
14064,2020030205,0.0,92.0,5.2,0.0,3.5,992.0,0.0
14065,2020030206,0.0,92.0,5.3,0.0,2.6,992.0,0.0
14066,2020030207,0.0,93.0,5.3,0.0,2.5,992.6,2.0
14067,2020030208,0.0,89.0,6.2,0.0,3.2,993.2,9.0
14068,2020030209,0.3,92.0,5.7,0.0,5.3,993.9,19.0
14069,2020030210,0.0,86.0,6.4,6.0,5.9,994.5,83.0
14070,2020030211,0.0,79.0,7.0,6.0,5.1,995.4,55.0
14071,2020030212,0.0,74.0,7.8,2.0,4.9,995.0,58.0
14072,2020030213,0.0,69.0,8.0,24.0,3.8,994.7,158.0
14073,2020030214,0.0,66.0,8.2,32.0,2.1,994.0,176.0
14074,2020030215,0.0,65.0,8.5,32.0,1.3,993.8,105.0
14075,2020030216,0.0,68.0,8.1,34.0,2.5,994.3,74.0
14076,2020030217,0.0,71.0,7.3,0.0,2.6,994.7,23.0
14077,2020030218,0.0,77.0,6.7,0.0,2.9,995.2,3.0
14078,2020030219,0.0,81.0,5.8,0.0,3.2,995.2,0.0
14079,2020030220,0.0,85.0,4.9,0.0,3.1,995.2,0.0
14080,2020030303,0.0,86.0,4.0,0.0,2.9,995.0,0.0
14081,2020030304,0.0,86.0,4.1,0.0,2.8,995.5,0.0
14082,2020030305,0.0,87.0,4.1,0.0,2.5,994.8,0.0
14083,2020030306,0.0,87.0,4.2,0.0,2.1,995.2,0.0
14084,2020030307,0.0,87.0,4.5,0.0,0.8,996.2,0.0
14085,2020030308,0.0,86.0,4.9,0.0,2.0,996.7,7.0
14086,2020030309,0.0,86.0,4.8,0.0,3.3,996.5,22.0
14087,2020030310,0.0,84.0,5.6,0.0,2.8,997.0,46.0
14088,2020030311,0.0,84.0,6.0,0.0,3.9,997.5,51.0
14089,2020030312,0.0,87.0,6.2,0.0,5.1,998.0,46.0
14090,2020030313,0.0,86.0,6.8,0.0,4.6,998.3,35.0
14091,2020030314,0.0,85.0,6.8,0.0,5.3,999.0,16.0
14092,2020030315,0.2,89.0,5.6,0.0,5.7,999.9,16.0
14093,2020030316,0.0,89.0,5.0,0.0,6.2,1000.7,14.0
14094,2020030317,0.0,83.0,5.1,0.0,7.3,1001.6,17.0
14095,2020030318,0.0,84.0,4.9,0.0,6.4,1002.8,3.0
14096,2020030319,0.0,85.0,5.1,0.0,4.7,1003.7,0.0
14097,2020030320,0.0,88.0,4.8,0.0,3.1,1004.5,0.0
14098,2020030403,0.0,87.0,2.0,0.0,3.0,1008.4,0.0
14099,2020030404,0.0,87.0,2.1,0.0,3.0,1009.0,0.0
14100,2020030405,0.0,87.0,2.5,0.0,3.1,1009.2,0.0
14101,2020030406,0.0,88.0,2.2,0.0,2.4,1009.6,0.0
14102,2020030407,0.0,87.0,2.1,16.0,2.5,1010.2,5.0
14103,2020030408,0.0,82.0,2.9,36.0,3.1,1010.4,30.0
14104,2020030409,0.0,76.0,5.3,48.0,3.6,1010.6,72.0
14105,2020030410,0.0,76.0,5.6,0.0,3.7,1010.6,53.0
14106,2020030411,0.0,72.0,6.3,11.0,3.8,1010.4,71.0
14107,2020030412,0.0,68.0,7.6,38.0,4.4,1010.0,131.0
14108,2020030413,0.0,61.0,8.3,54.0,4.3,1009.8,134.0
14109,2020030414,0.0,58.0,9.1,47.0,4.3,1009.7,128.0
14110,2020030415,0.0,57.0,8.3,18.0,4.0,1009.5,99.0
14111,2020030416,0.0,60.0,7.5,9.0,3.9,1009.6,71.0
14112,2020030417,0.0,65.0,6.7,1.0,2.5,1009.8,26.0
14113,2020030418,0.0,65.0,6.7,0.0,2.1,1010.1,2.0
14114,2020030419,0.0,72.0,5.9,0.0,2.1,1010.2,0.0
14115,2020030420,0.0,76.0,5.3,0.0,1.9,1010.1,0.0
14116,2020030503,0.0,94.0,2.0,0.0,1.3,1008.4,0.0
14117,2020030504,0.0,95.0,1.5,0.0,1.9,1008.0,0.0
14118,2020030505,0.0,96.0,0.9,0.0,2.0,1007.6,0.0
14119,2020030506,0.0,95.0,0.9,0.0,1.9,1007.4,0.0
14120,2020030507,0.0,95.0,0.9,0.0,1.9,1007.2,3.0
14121,2020030508,0.0,92.0,1.7,0.0,2.1,1006.9,15.0
14122,2020030509,0.0,87.0,3.8,11.0,2.2,1006.3,49.0
14123,2020030510,0.0,75.0,6.5,59.0,2.4,1005.5,127.0
14124,2020030511,0.0,65.0,8.1,59.0,3.0,1004.7,175.0
14125,2020030512,0.0,61.0,9.3,44.0,3.6,1003.7,188.0
14126,2020030513,0.0,55.0,9.2,21.0,3.5,1002.3,172.0
14127,2020030514,0.0,51.0,10.0,38.0,4.6,1001.4,166.0
14128,2020030515,0.0,49.0,9.6,30.0,4.7,1000.6,99.0
14129,2020030516,0.0,46.0,9.7,26.0,4.4,1000.0,86.0
14130,2020030517,0.0,51.0,8.3,3.0,4.6,999.2,24.0
14131,2020030518,0.0,58.0,7.1,0.0,3.8,998.3,3.0
14132,2020030519,0.0,59.0,6.7,0.0,4.1,998.0,0.0
14133,2020030520,0.0,62.0,6.2,0.0,4.7,997.4,0.0
14134,2020030603,1.1,88.0,4.2,0.0,3.9,992.2,0.0
14135,2020030604,1.2,92.0,3.8,0.0,4.3,991.9,0.0
14136,2020030605,0.2,92.0,3.7,0.0,4.9,991.6,0.0
14137,2020030606,0.3,94.0,3.7,0.0,5.1,991.4,0.0
14138,2020030607,0.0,94.0,3.8,0.0,4.9,991.6,1.0
14139,2020030608,0.0,95.0,4.0,0.0,4.7,991.6,7.0
14140,2020030609,0.0,96.0,4.3,0.0,5.0,991.7,15.0
14141,2020030610,0.2,96.0,4.6,0.0,4.5,992.0,18.0
14142,2020030611,0.8,97.0,5.0,0.0,4.0,992.1,22.0
14143,2020030612,0.5,97.0,5.5,0.0,3.4,992.2,47.0
14144,2020030613,0.0,97.0,6.1,0.0,3.1,992.6,58.0
14145,2020030614,0.0,95.0,7.0,0.0,2.5,992.7,46.0
14146,2020030615,0.1,96.0,7.0,0.0,2.9,993.1,22.0
14147,2020030616,2.8,94.0,6.8,0.0,1.6,993.4,10.0
14148,2020030617,2.1,97.0,6.7,0.0,1.9,994.2,6.0
14149,2020030618,0.0,95.0,6.9,0.0,1.6,995.0,1.0
14150,2020030619,0.0,94.0,7.0,0.0,1.5,995.5,0.0
14151,2020030620,0.0,94.0,6.9,0.0,1.3,996.3,0.0
14152,2020030703,0.1,95.0,2.9,0.0,5.1,1002.8,0.0
14153,2020030704,0.0,94.0,3.5,0.0,5.0,1003.8,0.0
14154,2020030705,0.0,93.0,4.0,0.0,5.6,1004.9,0.0
14155,2020030706,0.0,91.0,4.4,0.0,5.5,1005.8,0.0
14156,2020030707,0.0,91.0,4.5,0.0,6.2,1007.2,0.0
14157,2020030708,0.1,88.0,4.6,0.0,6.6,1008.5,6.0
14158,2020030709,0.0,87.0,4.8,0.0,6.7,1009.7,6.0
14159,2020030710,0.0,85.0,4.7,0.0,7.3,1010.8,16.0
14160,2020030711,0.0,85.0,4.6,0.0,7.1,1012.0,25.0
14161,2020030712,0.0,84.0,4.8,0.0,7.0,1012.8,32.0
14162,2020030713,0.0,77.0,5.6,0.0,6.8,1013.3,45.0
14163,2020030714,0.0,75.0,5.8,0.0,7.5,1014.4,69.0
14164,2020030715,0.0,70.0,6.2,0.0,6.8,1015.3,104.0
14165,2020030716,0.0,71.0,6.4,0.0,5.6,1015.8,48.0
14166,2020030717,0.0,68.0,6.7,0.0,4.8,1016.7,38.0
14167,2020030718,0.0,72.0,5.9,0.0,4.7,1018.0,5.0
14168,2020030719,0.0,73.0,5.3,0.0,3.6,1018.5,0.0
14169,2020030720,0.0,76.0,4.5,0.0,2.6,1019.2,0.0
14170,2020030803,0.0,90.0,1.3,0.0,1.5,1019.3,0.0
14171,2020030804,0.0,91.0,0.9,0.0,1.8,1018.8,0.0
14172,2020030805,0.0,92.0,0.7,0.0,1.5,1018.5,0.0
14173,2020030806,0.0,89.0,0.9,0.0,2.1,1018.1,0.0
14174,2020030807,0.0,87.0,1.7,32.0,2.3,1018.3,7.0
14175,2020030808,0.0,78.0,3.6,15.0,2.9,1018.2,29.0
14176,2020030809,0.0,73.0,5.0,0.0,3.0,1017.9,45.0
14177,2020030810,0.0,70.0,6.1,2.0,3.7,1017.7,56.0
14178,2020030811,0.0,69.0,6.7,0.0,4.1,1017.0,60.0
14179,2020030812,0.0,70.0,7.2,0.0,4.3,1016.2,62.0
14180,2020030813,0.0,68.0,8.3,0.0,4.8,1015.3,102.0
14181,2020030814,0.0,68.0,9.0,5.0,4.7,1014.5,124.0
14182,2020030815,0.0,67.0,9.3,30.0,4.8,1013.5,108.0
14183,2020030816,0.0,69.0,9.0,0.0,4.4,1013.3,63.0
14184,2020030817,0.0,72.0,8.6,0.0,3.4,1013.0,23.0
14185,2020030818,0.0,75.0,8.0,0.0,2.5,1013.0,5.0
14186,2020030819,0.0,78.0,7.4,0.0,2.4,1012.7,0.0
14187,2020030820,0.0,80.0,6.9,0.0,1.8,1012.3,0.0
14188,2020030903,0.0,79.0,6.0,0.0,1.8,1009.4,0.0
14189,2020030904,0.0,78.0,6.2,0.0,1.7,1009.3,0.0
14190,2020030905,0.0,77.0,6.7,0.0,2.0,1009.2,0.0
14191,2020030906,0.0,85.0,6.6,0.0,2.6,1009.4,0.0
14192,2020030907,0.3,92.0,6.4,0.0,2.6,1009.6,3.0
14193,2020030908,1.1,94.0,6.4,0.0,2.1,1009.9,8.0
14194,2020030909,0.2,96.0,6.6,0.0,2.1,1010.2,20.0
14195,2020030910,0.1,96.0,7.6,0.0,2.1,1010.4,41.0
14196,2020030911,0.1,91.0,8.9,1.0,2.3,1010.6,31.0
14197,2020030912,0.0,86.0,9.1,0.0,3.4,1010.8,34.0
14198,2020030913,0.0,84.0,9.3,0.0,3.5,1011.0,52.0
14199,2020030914,0.0,80.0,10.0,5.0,3.1,1011.1,82.0
14200,2020030915,0.0,75.0,9.3,0.0,2.8,1011.5,47.0
14201,2020030916,0.0,66.0,10.3,19.0,2.8,1011.9,64.0
14202,2020030917,0.0,66.0,9.5,23.0,3.8,1012.5,39.0
14203,2020030918,0.0,70.0,8.8,0.0,2.1,1013.0,4.0
14204,2020030919,0.0,75.0,7.7,0.0,1.6,1013.3,0.0
14205,2020030920,0.0,77.0,7.4,0.0,2.5,1013.4,0.0
14206,2020031003,0.0,89.0,3.6,0.0,2.4,1012.1,0.0
14207,2020031004,0.0,90.0,3.2,0.0,2.7,1011.6,0.0
14208,2020031005,0.0,89.0,3.3,0.0,3.0,1010.9,0.0
14209,2020031006,0.0,85.0,3.8,0.0,3.4,1009.9,0.0
14210,2020031007,0.0,83.0,4.6,0.0,4.0,1009.2,3.0
14211,2020031008,0.0,78.0,6.0,9.0,4.7,1008.2,18.0
14212,2020031009,0.0,78.0,6.9,18.0,5.5,1007.4,42.0
14213,2020031010,0.5,86.0,6.4,0.0,6.0,1006.3,42.0
14214,2020031011,0.1,81.0,7.0,0.0,6.2,1005.4,66.0
14215,2020031012,0.2,87.0,6.8,0.0,5.8,1004.9,52.0
14216,2020031013,0.4,94.0,6.3,0.0,5.7,1004.2,38.0
14217,2020031014,0.6,95.0,6.5,0.0,4.3,1003.7,23.0
14218,2020031015,0.0,89.0,7.5,0.0,4.3,1002.9,26.0
14219,2020031016,0.1,87.0,8.2,0.0,5.0,1002.9,28.0
14220,2020031017,0.7,94.0,7.7,0.0,5.3,1002.5,8.0
14221,2020031018,1.2,94.0,7.5,0.0,5.5,1001.8,1.0
14222,2020031019,0.8,96.0,7.4,0.0,5.5,1001.3,0.0
14223,2020031020,1.7,95.0,7.9,0.0,6.3,1000.4,0.0
14224,2020031103,0.5,93.0,9.0,0.0,4.9,1002.2,0.0
14225,2020031104,0.0,90.0,9.2,0.0,5.3,1003.3,0.0
14226,2020031105,0.0,86.0,9.0,0.0,6.5,1004.5,0.0
14227,2020031106,0.0,79.0,8.0,0.0,7.4,1005.7,0.0
14228,2020031107,0.0,78.0,8.3,28.0,5.7,1006.8,6.0
14229,2020031108,0.0,76.0,9.0,33.0,6.2,1007.8,22.0
14230,2020031109,0.0,73.0,9.4,0.0,5.7,1008.4,48.0
14231,2020031110,0.0,73.0,10.1,0.0,5.3,1008.7,67.0
14232,2020031111,0.0,57.0,11.6,48.0,6.5,1009.0,166.0
14233,2020031112,0.0,59.0,12.5,51.0,6.7,1009.4,189.0
14234,2020031113,0.0,57.0,11.8,7.0,6.3,1009.9,159.0
14235,2020031114,0.0,56.0,12.1,22.0,6.9,1010.4,110.0
14236,2020031115,0.0,57.0,11.8,13.0,5.9,1010.3,108.0
14237,2020031116,0.0,55.0,12.4,19.0,4.2,1010.6,88.0
14238,2020031117,0.0,64.0,11.3,18.0,4.0,1010.7,33.0
14239,2020031118,0.0,68.0,10.5,0.0,2.5,1011.1,7.0
14240,2020031119,0.0,75.0,9.6,0.0,3.0,1011.1,0.0
14241,2020031120,0.0,80.0,8.9,0.0,2.8,1010.7,0.0
14242,2020031203,0.4,93.0,11.2,0.0,4.3,1004.0,0.0
14243,2020031204,0.1,88.0,11.9,0.0,5.7,1003.1,0.0
14244,2020031205,0.0,81.0,12.6,0.0,5.8,1002.4,0.0
14245,2020031206,0.0,75.0,12.9,0.0,6.3,1001.6,0.0
14246,2020031207,0.0,72.0,13.0,0.0,7.0,1001.2,3.0
14247,2020031208,0.0,69.0,13.3,0.0,7.8,1000.9,11.0
14248,2020031209,2.0,83.0,11.1,0.0,8.9,1002.1,22.0
14249,2020031210,0.0,72.0,12.5,12.0,8.2,1002.2,70.0
14250,2020031211,0.6,58.0,10.5,2.0,11.3,1003.8,71.0
14251,2020031212,0.0,60.0,9.6,3.0,10.6,1005.1,65.0
14252,2020031213,0.0,48.0,10.3,1.0,8.8,1005.8,65.0
14253,2020031214,0.0,38.0,11.3,56.0,10.0,1006.3,147.0
14254,2020031215,0.0,39.0,11.1,59.0,10.0,1007.1,136.0
14255,2020031216,0.0,35.0,9.7,58.0,10.6,1007.9,42.0
14256,2020031217,0.0,38.0,8.8,22.0,8.8,1008.7,58.0
14257,2020031218,0.0,43.0,8.1,0.0,6.4,1009.2,12.0
14258,2020031219,0.0,48.0,7.5,0.0,3.8,1009.2,0.0
14259,2020031220,0.0,53.0,6.3,0.0,3.0,1009.0,0.0
14260,2020031303,0.0,73.0,5.0,0.0,3.7,1008.9,0.0
14261,2020031304,0.0,76.0,4.0,0.0,3.4,1009.2,0.0
14262,2020031305,0.0,77.0,3.6,0.0,3.6,1009.3,0.0
14263,2020031306,0.0,76.0,4.0,0.0,4.2,1009.2,0.0
14264,2020031307,0.0,74.0,4.8,0.0,5.2,1009.2,5.0
14265,2020031308,0.0,67.0,6.5,11.0,5.2,1009.4,28.0
14266,2020031309,0.0,58.0,8.4,47.0,6.5,1008.9,77.0
14267,2020031310,0.0,55.0,8.7,15.0,7.1,1008.9,131.0
14268,2020031311,0.0,54.0,9.3,2.0,8.0,1008.4,75.0
14269,2020031312,0.0,58.0,9.0,4.0,9.6,1008.5,72.0
14270,2020031313,0.0,64.0,8.6,2.0,9.3,1009.3,103.0
14271,2020031314,0.0,60.0,9.3,6.0,8.8,1009.8,63.0
14272,2020031315,0.0,69.0,8.7,28.0,10.1,1010.8,47.0
14273,2020031316,0.0,67.0,8.5,8.0,8.3,1011.1,79.0
14274,2020031317,0.0,71.0,7.6,0.0,8.5,1012.0,27.0
14275,2020031318,0.0,76.0,6.8,0.0,8.4,1013.2,10.0
14276,2020031319,0.0,77.0,6.4,0.0,7.7,1014.4,0.0
14277,2020031320,0.0,77.0,5.9,0.0,6.6,1015.8,0.0
14278,2020031403,0.0,85.0,-0.1,0.0,2.7,1021.9,0.0
14279,2020031404,0.0,88.0,-0.2,0.0,1.6,1022.3,0.0
14280,2020031405,0.0,90.0,0.0,0.0,1.5,1023.0,0.0
14281,2020031406,0.0,93.0,-0.9,0.0,0.9,1023.5,0.0
14282,2020031407,0.0,91.0,1.7,48.0,0.8,1024.2,14.0
14283,2020031408,0.0,72.0,3.5,60.0,0.8,1025.0,65.0
14284,2020031409,0.0,57.0,4.1,54.0,1.1,1025.5,121.0
14285,2020031410,0.0,51.0,5.1,26.0,1.4,1025.7,172.0
14286,2020031411,0.0,47.0,6.1,60.0,1.6,1026.0,211.0
14287,2020031412,0.0,45.0,6.8,60.0,1.8,1025.8,230.0
14288,2020031413,0.0,41.0,8.1,60.0,1.9,1025.6,224.0
14289,2020031414,0.0,39.0,8.1,60.0,1.7,1025.4,202.0
14290,2020031415,0.0,39.0,7.8,60.0,2.1,1025.2,165.0
14291,2020031416,0.0,39.0,7.3,60.0,2.2,1025.1,109.0
14292,2020031417,0.0,43.0,6.5,37.0,2.4,1025.3,42.0
14293,2020031418,0.0,45.0,5.3,0.0,2.1,1025.6,10.0
14294,2020031419,0.0,46.0,4.9,0.0,2.7,1026.0,0.0
14295,2020031420,0.0,47.0,4.0,0.0,2.6,1026.1,0.0
14296,2020031503,0.0,65.0,-0.1,0.0,3.3,1024.6,0.0
14297,2020031504,0.0,66.0,-0.5,0.0,3.5,1024.2,0.0
14298,2020031505,0.0,68.0,-0.8,0.0,3.5,1024.0,0.0
14299,2020031506,0.0,67.0,-0.5,0.0,3.6,1023.7,0.0
14300,2020031507,0.0,61.0,1.1,47.0,3.9,1023.3,14.0
14301,2020031508,0.0,56.0,3.7,60.0,3.8,1023.1,62.0
14302,2020031509,0.0,46.0,6.9,60.0,3.9,1022.8,117.0
14303,2020031510,0.0,44.0,9.1,60.0,4.7,1022.4,163.0
14304,2020031511,0.0,42.0,10.8,60.0,5.1,1021.9,185.0
14305,2020031512,0.0,39.0,11.7,60.0,5.5,1021.0,203.0
14306,2020031513,0.0,28.0,11.9,60.0,5.7,1020.0,186.0
14307,2020031514,0.0,25.0,11.2,41.0,5.6,1019.4,165.0
14308,2020031515,0.0,24.0,11.1,58.0,6.5,1018.7,132.0
14309,2020031516,0.0,26.0,11.0,56.0,5.6,1017.8,107.0
14310,2020031517,0.0,28.0,9.9,20.0,4.9,1017.6,45.0
14311,2020031518,0.0,34.0,8.5,0.0,3.8,1017.7,11.0
14312,2020031519,0.0,41.0,7.3,0.0,3.4,1017.3,0.0
14313,2020031520,0.0,43.0,6.7,0.0,3.6,1017.0,0.0
14314,2020031603,0.0,53.0,3.8,0.0,2.5,1016.8,0.0
14315,2020031604,0.0,56.0,3.1,0.0,2.3,1016.8,0.0
14316,2020031605,0.0,57.0,3.0,0.0,2.4,1016.9,0.0
14317,2020031606,0.0,60.0,2.6,0.0,2.2,1017.3,0.0
14318,2020031607,0.0,57.0,4.1,21.0,1.6,1018.1,8.0
14319,2020031608,0.0,50.0,6.6,60.0,3.0,1018.3,58.0
14320,2020031609,0.0,48.0,9.4,60.0,3.1,1018.7,110.0
14321,2020031610,0.0,42.0,11.9,60.0,3.1,1018.7,166.0
14322,2020031611,0.0,40.0,13.9,60.0,3.2,1018.9,198.0
14323,2020031612,0.0,39.0,15.1,60.0,2.9,1019.0,209.0
14324,2020031613,0.0,38.0,16.2,60.0,3.2,1019.3,212.0
14325,2020031614,0.0,39.0,16.6,60.0,4.9,1019.4,185.0
14326,2020031615,0.0,42.0,16.4,56.0,4.9,1019.8,149.0
14327,2020031616,0.0,41.0,16.5,55.0,3.5,1020.2,83.0
14328,2020031617,0.0,48.0,14.9,40.0,3.5,1020.9,40.0
14329,2020031618,0.0,54.0,12.9,0.0,2.2,1021.6,14.0
14330,2020031619,0.0,62.0,11.0,0.0,0.9,1022.5,0.0
14331,2020031620,0.0,69.0,9.6,0.0,0.8,1023.2,0.0
14332,2020031703,0.0,89.0,5.5,0.0,1.9,1025.7,0.0
14333,2020031704,0.0,92.0,4.1,0.0,1.5,1026.1,0.0
14334,2020031705,0.0,91.0,4.8,0.0,1.2,1026.1,0.0
14335,2020031706,0.0,89.0,5.3,0.0,1.4,1026.2,0.0
14336,2020031707,0.0,87.0,5.9,0.0,1.6,1027.1,8.0
14337,2020031708,0.0,84.0,6.9,0.0,1.0,1027.2,18.0
14338,2020031709,0.0,77.0,9.2,1.0,1.8,1027.7,30.0
14339,2020031710,0.0,71.0,11.5,3.0,2.5,1027.9,65.0
14340,2020031711,0.0,62.0,13.8,26.0,3.6,1027.9,152.0
14341,2020031712,0.0,59.0,15.3,52.0,4.0,1027.5,169.0
14342,2020031713,0.0,55.0,15.5,57.0,4.5,1027.4,207.0
14343,2020031714,0.0,45.0,15.6,60.0,4.6,1027.3,202.0
14344,2020031715,0.0,42.0,15.6,60.0,5.5,1027.3,166.0
14345,2020031716,0.0,44.0,15.0,58.0,4.5,1027.0,110.0
14346,2020031717,0.0,39.0,13.9,32.0,3.8,1027.3,51.0
14347,2020031718,0.0,45.0,12.1,0.0,3.9,1027.8,17.0
14348,2020031719,0.0,50.0,11.0,0.0,2.7,1028.4,0.0
14349,2020031720,0.0,50.0,11.3,0.0,1.6,1028.8,0.0
14350,2020031803,0.0,85.0,7.7,0.0,2.2,1027.5,0.0
14351,2020031804,0.0,88.0,7.3,0.0,2.2,1027.3,0.0
14352,2020031805,0.0,89.0,6.9,0.0,1.9,1027.3,0.0
14353,2020031806,0.0,89.0,6.7,0.0,2.4,1027.3,0.0
14354,2020031807,0.0,84.0,7.5,10.0,3.3,1027.3,19.0
14355,2020031808,0.0,69.0,9.6,13.0,3.1,1027.1,57.5
14356,2020031809,0.0,53.0,12.5,60.0,3.7,1026.8,96.0
14357,2020031810,0.0,44.0,14.6,60.0,4.5,1026.3,155.0
14358,2020031811,0.0,40.0,15.9,60.0,5.2,1025.8,176.0
14359,2020031812,0.0,39.0,16.0,60.0,5.6,1025.5,216.0
14360,2020031813,0.0,30.0,16.9,59.0,5.1,1024.9,211.0
14361,2020031814,0.0,26.0,17.5,60.0,5.4,1024.3,193.0
14362,2020031815,0.0,31.0,17.7,60.0,4.6,1023.8,165.0
14363,2020031816,0.0,35.0,16.9,60.0,5.0,1023.8,118.0
14364,2020031817,0.0,38.0,15.6,45.0,3.9,1023.8,57.0
14365,2020031818,0.0,47.0,14.3,0.0,3.2,1024.2,15.0
14366,2020031819,0.0,52.0,13.6,0.0,1.8,1024.2,0.0
14367,2020031820,0.0,56.0,12.3,0.0,1.7,1024.4,0.0
14368,2020031903,0.0,70.0,9.6,0.0,2.5,1023.7,0.0
14369,2020031904,0.0,71.0,9.8,0.0,1.8,1023.7,0.0
14370,2020031905,0.0,71.0,9.7,0.0,1.9,1023.8,0.0
14371,2020031906,0.0,72.0,9.6,0.0,2.5,1024.0,0.0
14372,2020031907,0.0,72.0,9.7,0.0,2.5,1024.4,3.0
14373,2020031908,0.0,72.0,10.2,0.0,2.1,1024.8,11.0
14374,2020031909,0.0,68.0,12.2,0.0,2.2,1025.0,31.0
14375,2020031910,0.0,69.0,13.9,5.0,4.1,1025.1,94.0
14376,2020031911,0.0,69.0,14.5,11.0,4.9,1025.1,137.0
14377,2020031912,0.0,71.0,14.1,0.0,4.4,1025.0,182.0
14378,2020031913,0.0,72.0,13.5,0.0,4.5,1025.1,131.0
